REQUEST_ID,USER_ID,REQUEST_TYPE,CREATED_DATE,COMPLETED_DATE,STATUS,PRIORITY
9905,1085,Technical Bug,2/8/2024,,In Progress,Low
9906,3603,Account Update,2/10/2024,,Open,Low
9907,2865,Refund Request,4/17/2024,4/22/2024,Closed,Low
9908,4446,Payment Issue,2/13/2024,2/16/2024,Closed,Low
9909,2469,Technical Bug,2/12/2024,2/22/2024,Closed,Low
9910,1377,Payment Issue,6/23/2024,,In Progress,Low
9911,4461,Technical Bug,4/20/2024,,Open,Medium
9912,2680,Technical Bug,6/24/2024,6/28/2024,Closed,Low
9913,2074,Refund Request,1/19/2024,1/20/2024,Closed,Low
9914,1241,Account Update,1/21/2024,,Open,Medium
9915,4365,Technical Bug,1/3/2024,,Open,Medium
9916,1919,Account Update,4/13/2024,4/19/2024,Closed,Low
9917,2586,Refund Request,2/25/2024,,Open,Low
9918,3313,Account Update,5/6/2024,,Open,High
9919,4191,Login Issue,6/19/2024,,Open,High
9920,3759,Technical Bug,5/8/2024,,Open,Medium
9921,4988,Refund Request,3/28/2024,,Open,High
9922,2271,Payment Issue,2/5/2024,2/13/2024,Closed,Medium
9923,1069,Refund Request,1/6/2024,,Open,Low
9924,4924,Technical Bug,3/14/2024,,In Progress,Low
9925,3104,Refund Request,2/15/2024,,Open,Low
9926,2405,Payment Issue,5/30/2024,6/6/2024,Closed,Medium
9927,3086,Login Issue,1/20/2024,,In Progress,Low
9928,3007,Technical Bug,6/14/2024,,In Progress,Medium
9929,1800,Technical Bug,2/4/2024,2/7/2024,Closed,Medium
9930,4514,Refund Request,6/10/2024,6/16/2024,Closed,Low
9931,2041,Account Update,6/26/2024,6/27/2024,Closed,Low
9932,3779,Account Update,2/16/2024,,In Progress,Low
9933,1824,Payment Issue,2/5/2024,,Open,Medium
9934,1755,Login Issue,1/16/2024,1/22/2024,Closed,High
9935,3399,Login Issue,4/17/2024,,In Progress,Medium
9936,2995,Refund Request,6/25/2024,7/2/2024,Closed,Low
9937,2839,Refund Request,3/5/2024,3/13/2024,Closed,Low
9938,2321,Account Update,3/3/2024,3/9/2024,Closed,High
9939,3330,Login Issue,2/21/2024,,Open,Low
9940,2609,Login Issue,3/13/2024,3/21/2024,Closed,Low
9941,1109,Login Issue,2/29/2024,3/3/2024,Closed,Medium
9942,2016,Payment Issue,4/10/2024,4/12/2024,Closed,Low
9943,4251,Payment Issue,1/17/2024,,In Progress,High
9944,2961,Refund Request,2/7/2024,2/13/2024,Closed,Medium
9945,3591,Account Update,1/29/2024,,Open,High
9946,2769,Technical Bug,1/31/2024,2/6/2024,Closed,Medium
9947,4865,Account Update,2/23/2024,3/3/2024,Closed,Medium
9948,1024,Payment Issue,4/11/2024,4/21/2024,Closed,High
9949,1842,Payment Issue,1/26/2024,1/27/2024,Closed,Medium
9950,3838,Refund Request,5/20/2024,5/29/2024,Closed,Low
9951,1737,Technical Bug,1/19/2024,1/29/2024,Closed,Low
9952,3104,Login Issue,4/20/2024,4/25/2024,Closed,Low
9953,1179,Technical Bug,1/27/2024,,In Progress,Medium
9954,1231,Technical Bug,1/13/2024,,Open,Medium
9955,2917,Technical Bug,2/21/2024,2/24/2024,Closed,Low
9956,1342,Refund Request,4/7/2024,4/17/2024,Closed,Low
9957,1476,Payment Issue,1/19/2024,,In Progress,Low
9958,2822,Login Issue,3/23/2024,,Open,High
9959,3623,Technical Bug,1/3/2024,1/5/2024,Closed,Medium
9960,1454,Login Issue,3/7/2024,,In Progress,Medium
9961,2255,Technical Bug,1/26/2024,,In Progress,Low
9962,1288,Payment Issue,1/6/2024,,In Progress,Low
9963,2236,Login Issue,5/20/2024,5/27/2024,Closed,Low
9964,3305,Account Update,1/27/2024,,In Progress,Medium
9965,1529,Payment Issue,4/14/2024,4/19/2024,Closed,Low
9966,3734,Login Issue,3/28/2024,4/4/2024,Closed,High
9967,3976,Technical Bug,1/10/2024,,Open,Medium
9968,3276,Technical Bug,1/16/2024,1/25/2024,Closed,Low
9969,4297,Payment Issue,1/23/2024,1/30/2024,Closed,High
9970,1595,Payment Issue,2/16/2024,2/23/2024,Closed,Medium
9971,4874,Technical Bug,1/12/2024,1/18/2024,Closed,Medium
9972,1434,Login Issue,6/4/2024,,Open,Low
9973,1881,Account Update,3/17/2024,,Open,High
9974,4068,Refund Request,1/18/2024,1/25/2024,Closed,Medium
9975,2781,Payment Issue,2/27/2024,2/29/2024,Closed,Low
9976,1401,Technical Bug,5/9/2024,,Open,Medium
9977,3669,Login Issue,6/22/2024,6/30/2024,Closed,Low
9978,4837,Payment Issue,5/24/2024,5/28/2024,Closed,High
9979,3135,Login Issue,3/27/2024,4/2/2024,Closed,High
9980,3631,Payment Issue,3/4/2024,3/14/2024,Closed,Medium
9981,4964,Technical Bug,3/27/2024,4/1/2024,Closed,Low
9982,2565,Login Issue,2/23/2024,,Open,Medium
9983,4755,Technical Bug,6/19/2024,6/22/2024,Closed,Low
9984,1308,Login Issue,3/18/2024,3/23/2024,Closed,Low
9985,3953,Payment Issue,1/14/2024,,In Progress,Medium
9986,1342,Refund Request,6/20/2024,,Open,Low
9987,1435,Refund Request,2/7/2024,2/17/2024,Closed,Medium
9988,1176,Account Update,4/14/2024,,In Progress,Low
9989,1138,Account Update,6/25/2024,,In Progress,High
9990,1193,Technical Bug,1/16/2024,,Open,Low
9991,4257,Login Issue,3/22/2024,3/27/2024,Closed,Medium
9992,4289,Account Update,3/14/2024,,Open,Medium
9993,4235,Payment Issue,1/30/2024,1/31/2024,Closed,Low
9994,2184,Refund Request,3/8/2024,3/12/2024,Closed,Medium
9995,1942,Login Issue,3/11/2024,3/18/2024,Closed,Medium
9996,1524,Refund Request,3/20/2024,,In Progress,Medium
9997,4879,Login Issue,4/24/2024,,In Progress,Low
9998,2624,Account Update,2/6/2024,,In Progress,Medium
9999,4907,Account Update,2/24/2024,,Open,Medium
10000,4113,Technical Bug,6/15/2024,,Open,Medium
10001,3962,Login Issue,6/25/2024,7/2/2024,Closed,High
10002,3257,Payment Issue,4/6/2024,4/7/2024,Closed,Low
10003,1740,Account Update,4/8/2024,,Open,Low
10004,1861,Technical Bug,4/21/2024,4/29/2024,Closed,Low
10005,4346,Account Update,4/27/2024,,In Progress,Low
10006,1953,Refund Request,6/10/2024,,In Progress,Low
10007,2302,Account Update,2/26/2024,,Open,Medium
10008,2274,Login Issue,4/6/2024,4/11/2024,Closed,Medium
10009,4381,Technical Bug,3/2/2024,3/4/2024,Closed,Low
10010,2743,Login Issue,2/8/2024,,In Progress,High
10011,3880,Payment Issue,3/14/2024,3/22/2024,Closed,Low
10012,3187,Payment Issue,3/7/2024,,In Progress,High
10013,1791,Account Update,1/29/2024,2/1/2024,Closed,Medium
10014,1545,Technical Bug,1/31/2024,,In Progress,Medium
10015,2844,Technical Bug,2/29/2024,3/9/2024,Closed,Low
10016,2016,Technical Bug,2/8/2024,,In Progress,Medium
10017,2927,Technical Bug,1/1/2024,,In Progress,High
10018,2553,Account Update,2/25/2024,,Open,Medium
10019,1056,Login Issue,4/10/2024,,Open,High
10020,3159,Account Update,3/31/2024,,In Progress,Low
10021,1004,Login Issue,5/28/2024,,Open,High
10022,4481,Refund Request,6/19/2024,6/27/2024,Closed,Low
10023,2437,Refund Request,5/9/2024,,In Progress,Medium
10024,4253,Login Issue,5/21/2024,,In Progress,Low
10025,4084,Account Update,4/15/2024,,Open,Medium
10026,2362,Payment Issue,5/10/2024,5/18/2024,Closed,Medium
10027,2820,Account Update,5/21/2024,5/24/2024,Closed,Medium
10028,2282,Payment Issue,1/5/2024,1/14/2024,Closed,High
10029,3137,Account Update,3/21/2024,,In Progress,Low
10030,3663,Technical Bug,6/15/2024,6/20/2024,Closed,High
10031,3938,Technical Bug,5/8/2024,,In Progress,High
10032,3745,Refund Request,4/29/2024,,Open,Medium
10033,2273,Refund Request,2/12/2024,2/15/2024,Closed,Low
10034,4326,Login Issue,4/1/2024,,In Progress,Low
10035,4659,Payment Issue,3/18/2024,3/28/2024,Closed,Low
10036,3945,Technical Bug,1/15/2024,,Open,High
10037,4018,Account Update,2/15/2024,,In Progress,Low
10038,2131,Login Issue,1/7/2024,,In Progress,Low
10039,1667,Account Update,6/18/2024,6/22/2024,Closed,Low
10040,3641,Technical Bug,4/24/2024,5/3/2024,Closed,Low
10041,3636,Technical Bug,1/7/2024,,Open,Low
10042,3532,Technical Bug,6/23/2024,,In Progress,Low
10043,4029,Technical Bug,3/28/2024,,In Progress,High
10044,4019,Account Update,3/30/2024,,Open,Low
10045,2281,Login Issue,1/19/2024,,Open,Low
10046,3686,Technical Bug,2/22/2024,,In Progress,High
10047,1996,Refund Request,3/30/2024,,Open,Medium
10048,2926,Login Issue,1/16/2024,,In Progress,Low
10049,1281,Refund Request,3/2/2024,,In Progress,Low
10050,4033,Account Update,3/5/2024,,In Progress,Low
10051,4159,Technical Bug,4/21/2024,4/30/2024,Closed,Medium
10052,2227,Login Issue,6/27/2024,7/4/2024,Closed,Low
10053,3063,Technical Bug,2/5/2024,,Open,Medium
10054,4222,Technical Bug,6/11/2024,6/14/2024,Closed,Medium
10055,1935,Login Issue,1/24/2024,1/29/2024,Closed,Low
10056,1253,Technical Bug,3/9/2024,3/10/2024,Closed,Medium
10057,2211,Technical Bug,4/28/2024,,Open,High
10058,1328,Payment Issue,6/5/2024,,Open,High
10059,3591,Payment Issue,5/8/2024,5/16/2024,Closed,Medium
10060,3830,Login Issue,5/2/2024,,In Progress,Medium
10061,4044,Login Issue,5/16/2024,5/17/2024,Closed,Low
10062,2420,Technical Bug,4/9/2024,4/15/2024,Closed,Medium
10063,2540,Refund Request,1/15/2024,1/23/2024,Closed,Medium
10064,4530,Login Issue,3/14/2024,,Open,Medium
10065,4401,Technical Bug,5/23/2024,,In Progress,Medium
10066,4891,Refund Request,6/24/2024,6/25/2024,Closed,High
10067,3892,Payment Issue,2/5/2024,,Open,Medium
10068,2192,Login Issue,2/22/2024,,Open,Medium
10069,2716,Technical Bug,3/19/2024,,In Progress,Medium
10070,3413,Payment Issue,5/10/2024,5/12/2024,Closed,Low
10071,2201,Account Update,5/26/2024,,Open,Low
10072,1654,Payment Issue,2/10/2024,2/16/2024,Closed,Medium
10073,2385,Technical Bug,2/6/2024,,Open,Low
10074,1759,Refund Request,5/15/2024,,Open,Medium
10075,3686,Account Update,3/28/2024,,In Progress,High
10076,2798,Account Update,1/14/2024,,Open,High
10077,2063,Account Update,2/4/2024,,In Progress,High
10078,3971,Login Issue,5/23/2024,5/24/2024,Closed,Low
10079,1415,Technical Bug,3/11/2024,,Open,Low
10080,4426,Account Update,6/11/2024,,In Progress,Low
10081,1254,Payment Issue,1/8/2024,1/13/2024,Closed,Low
10082,2166,Refund Request,1/12/2024,1/18/2024,Closed,Medium
10083,4823,Technical Bug,6/25/2024,,In Progress,Low
10084,4811,Payment Issue,4/19/2024,,In Progress,Medium
10085,2876,Login Issue,3/20/2024,,Open,Low
10086,3757,Account Update,4/24/2024,,Open,Medium
10087,3624,Payment Issue,3/8/2024,3/18/2024,Closed,Medium
10088,1899,Technical Bug,6/11/2024,,Open,High
10089,3058,Payment Issue,2/14/2024,2/23/2024,Closed,High
10090,4691,Login Issue,2/10/2024,,Open,Low
10091,1025,Refund Request,3/1/2024,3/4/2024,Closed,High
10092,4004,Account Update,3/16/2024,,Open,Medium
10093,1420,Technical Bug,5/22/2024,,In Progress,Medium
10094,4734,Account Update,4/8/2024,4/15/2024,Closed,High
10095,2244,Account Update,3/7/2024,,Open,Low
10096,2876,Account Update,1/2/2024,,In Progress,High
10097,3543,Payment Issue,5/1/2024,5/11/2024,Closed,Medium
10098,2260,Payment Issue,5/13/2024,5/23/2024,Closed,Low
10099,3284,Refund Request,1/16/2024,,Open,Low
10100,2008,Login Issue,1/23/2024,,In Progress,Medium
10101,1218,Technical Bug,4/4/2024,4/6/2024,Closed,Medium
10102,2510,Payment Issue,4/23/2024,,Open,Medium
10103,2959,Account Update,2/10/2024,,In Progress,Low
10104,3508,Login Issue,6/6/2024,,Open,Low
10105,1662,Technical Bug,4/28/2024,,In Progress,Medium
10106,3682,Technical Bug,5/1/2024,5/9/2024,Closed,Low
10107,4215,Technical Bug,2/24/2024,,In Progress,Low
10108,1989,Technical Bug,5/11/2024,5/14/2024,Closed,Low
10109,1188,Refund Request,4/19/2024,,In Progress,Low
10110,1254,Technical Bug,4/9/2024,,In Progress,Medium
10111,1067,Login Issue,1/28/2024,,In Progress,Low
10112,1615,Payment Issue,6/26/2024,7/4/2024,Closed,High
10113,3383,Login Issue,1/28/2024,,In Progress,Medium
10114,3718,Account Update,5/2/2024,5/11/2024,Closed,Medium
10115,3868,Refund Request,1/26/2024,,Open,Medium
10116,1873,Refund Request,6/15/2024,,In Progress,Medium
10117,4480,Account Update,1/13/2024,1/21/2024,Closed,Medium
10118,3347,Login Issue,3/11/2024,,Open,Low
10119,4979,Login Issue,2/23/2024,3/3/2024,Closed,Low
10120,2625,Account Update,1/13/2024,1/15/2024,Closed,Medium
10121,1356,Technical Bug,4/29/2024,5/9/2024,Closed,Low
10122,1255,Technical Bug,2/28/2024,3/1/2024,Closed,Low
10123,2007,Payment Issue,1/4/2024,,Open,Medium
10124,3400,Login Issue,3/20/2024,3/22/2024,Closed,Medium
10125,2755,Login Issue,2/29/2024,,In Progress,Medium
10126,4592,Account Update,2/16/2024,2/25/2024,Closed,High
10127,3571,Account Update,3/17/2024,3/22/2024,Closed,Low
10128,4908,Technical Bug,1/5/2024,,Open,High
10129,3997,Login Issue,2/5/2024,,Open,Medium
10130,3803,Login Issue,1/19/2024,1/24/2024,Closed,Low
10131,4765,Refund Request,1/30/2024,,Open,High
10132,1283,Payment Issue,4/20/2024,4/27/2024,Closed,Medium
10133,4383,Payment Issue,2/10/2024,2/17/2024,Closed,Low
10134,1098,Technical Bug,6/24/2024,6/27/2024,Closed,Low
10135,1196,Login Issue,1/28/2024,2/7/2024,Closed,Medium
10136,3529,Refund Request,1/31/2024,,In Progress,Medium
10137,1877,Login Issue,6/19/2024,,Open,High
10138,4297,Account Update,5/16/2024,5/19/2024,Closed,Low
10139,2868,Technical Bug,1/12/2024,,In Progress,Medium
10140,3662,Payment Issue,5/19/2024,,In Progress,Low
10141,3665,Login Issue,2/11/2024,2/13/2024,Closed,Medium
10142,2388,Technical Bug,3/30/2024,4/2/2024,Closed,High
10143,3415,Payment Issue,1/16/2024,,Open,Medium
10144,1569,Login Issue,4/8/2024,,Open,Medium
10145,3637,Refund Request,6/26/2024,7/3/2024,Closed,Medium
10146,4146,Technical Bug,5/11/2024,,Open,Low
10147,2065,Login Issue,4/24/2024,,In Progress,High
10148,1421,Payment Issue,1/13/2024,1/19/2024,Closed,Medium
10149,3883,Payment Issue,2/29/2024,,Open,Medium
10150,2204,Refund Request,1/28/2024,,Open,High
10151,1544,Technical Bug,4/18/2024,4/21/2024,Closed,Medium
10152,1070,Technical Bug,5/19/2024,,Open,Medium
10153,4639,Login Issue,5/31/2024,6/1/2024,Closed,Medium
10154,4176,Payment Issue,4/1/2024,,In Progress,Low
10155,2223,Payment Issue,5/8/2024,,In Progress,Low
10156,4172,Refund Request,6/10/2024,6/15/2024,Closed,High
10157,1767,Refund Request,5/10/2024,,In Progress,Low
10158,3354,Technical Bug,1/22/2024,1/27/2024,Closed,Medium
10159,4657,Payment Issue,3/25/2024,3/31/2024,Closed,Low
10160,2706,Login Issue,1/27/2024,1/30/2024,Closed,Low
10161,3424,Account Update,5/28/2024,,Open,Medium
10162,1654,Login Issue,5/20/2024,,Open,Medium
10163,3725,Refund Request,2/13/2024,2/15/2024,Closed,Medium
10164,3446,Login Issue,3/20/2024,,In Progress,High
10165,2796,Payment Issue,4/19/2024,4/22/2024,Closed,Medium
10166,1220,Technical Bug,1/24/2024,1/26/2024,Closed,Low
10167,4666,Account Update,6/22/2024,6/30/2024,Closed,Medium
10168,1181,Technical Bug,1/17/2024,1/21/2024,Closed,High
10169,1306,Account Update,1/5/2024,1/8/2024,Closed,Low
10170,3569,Account Update,2/7/2024,,In Progress,Medium
10171,2419,Payment Issue,2/28/2024,2/29/2024,Closed,Low
10172,2013,Payment Issue,6/3/2024,,Open,Low
10173,3051,Refund Request,4/14/2024,4/19/2024,Closed,High
10174,3910,Refund Request,4/5/2024,4/10/2024,Closed,High
10175,4985,Account Update,3/30/2024,4/2/2024,Closed,Low
10176,1847,Refund Request,3/11/2024,3/21/2024,Closed,High
10177,1803,Payment Issue,4/9/2024,4/13/2024,Closed,Low
10178,4352,Refund Request,2/24/2024,,Open,Medium
10179,1214,Account Update,3/11/2024,,Open,Medium
10180,4019,Technical Bug,6/19/2024,6/27/2024,Closed,Medium
10181,4681,Login Issue,3/31/2024,4/5/2024,Closed,High
10182,2443,Refund Request,6/14/2024,,Open,Medium
10183,1100,Payment Issue,4/21/2024,5/1/2024,Closed,Medium
10184,4010,Technical Bug,3/28/2024,,In Progress,High
10185,4592,Payment Issue,3/1/2024,,Open,Low
10186,1572,Refund Request,6/21/2024,,In Progress,Medium
10187,2332,Account Update,4/17/2024,,In Progress,Medium
10188,1657,Login Issue,6/5/2024,,In Progress,High
10189,3986,Login Issue,2/3/2024,,In Progress,Medium
10190,2533,Technical Bug,5/28/2024,6/6/2024,Closed,High
10191,4134,Login Issue,2/14/2024,2/17/2024,Closed,Medium
10192,2656,Account Update,5/8/2024,5/12/2024,Closed,Low
10193,1225,Payment Issue,5/17/2024,5/20/2024,Closed,High
10194,1104,Account Update,4/3/2024,,Open,Medium
10195,2997,Technical Bug,1/28/2024,2/4/2024,Closed,Medium
10196,1771,Technical Bug,4/15/2024,,Open,High
10197,4932,Login Issue,1/30/2024,2/1/2024,Closed,Medium
10198,4496,Account Update,1/28/2024,,In Progress,Medium
10199,4326,Payment Issue,6/5/2024,,In Progress,Medium
10200,1428,Account Update,1/31/2024,,Open,Medium
10201,1433,Payment Issue,4/16/2024,,Open,Medium
10202,2230,Payment Issue,3/23/2024,3/28/2024,Closed,Medium
10203,4099,Account Update,4/18/2024,4/23/2024,Closed,High
10204,3729,Refund Request,1/31/2024,,In Progress,Medium
10205,4407,Account Update,2/10/2024,2/15/2024,Closed,Low
10206,3635,Payment Issue,3/4/2024,3/10/2024,Closed,Medium
10207,4699,Technical Bug,5/1/2024,,Open,Low
10208,4140,Technical Bug,6/18/2024,,Open,Medium
10209,1865,Login Issue,2/13/2024,,Open,Low
10210,3793,Technical Bug,6/7/2024,6/12/2024,Closed,Low
10211,4584,Refund Request,4/25/2024,,In Progress,High
10212,4238,Payment Issue,5/18/2024,,Open,Medium
10213,3911,Account Update,2/5/2024,,Open,Medium
10214,4801,Account Update,4/17/2024,4/19/2024,Closed,Low
10215,4856,Refund Request,2/1/2024,2/4/2024,Closed,High
10216,3415,Technical Bug,4/13/2024,,In Progress,High
10217,1250,Payment Issue,6/15/2024,,Open,Medium
10218,3906,Technical Bug,3/7/2024,,In Progress,Medium
10219,1855,Login Issue,4/1/2024,,In Progress,Low
10220,4757,Technical Bug,1/25/2024,,In Progress,Medium
10221,2193,Login Issue,1/28/2024,,Open,Medium
10222,4829,Account Update,5/26/2024,6/5/2024,Closed,High
10223,4161,Payment Issue,6/5/2024,,In Progress,Low
10224,1560,Login Issue,6/26/2024,,In Progress,Medium
10225,2469,Technical Bug,1/19/2024,1/24/2024,Closed,Low
10226,3341,Technical Bug,2/25/2024,3/3/2024,Closed,Low
10227,1918,Account Update,5/25/2024,5/29/2024,Closed,Low
10228,2173,Refund Request,6/21/2024,,In Progress,Medium
10229,4203,Refund Request,4/22/2024,,Open,Low
10230,1432,Technical Bug,3/28/2024,,Open,High
10231,3106,Refund Request,4/11/2024,,Open,Medium
10232,1968,Payment Issue,5/5/2024,5/10/2024,Closed,Medium
10233,1835,Refund Request,3/22/2024,,Open,High
10234,3246,Payment Issue,2/10/2024,2/11/2024,Closed,Low
10235,3262,Technical Bug,5/5/2024,5/11/2024,Closed,High
10236,1897,Technical Bug,1/13/2024,,Open,High
10237,4632,Technical Bug,4/8/2024,4/15/2024,Closed,Low
10238,1471,Account Update,3/23/2024,,Open,High
10239,4815,Refund Request,1/24/2024,1/30/2024,Closed,Low
10240,1246,Login Issue,6/9/2024,6/15/2024,Closed,Low
10241,3429,Login Issue,4/6/2024,4/14/2024,Closed,Low
10242,1990,Technical Bug,3/13/2024,,Open,High
10243,4310,Refund Request,1/3/2024,,In Progress,Medium
10244,1926,Payment Issue,1/3/2024,,In Progress,Medium
10245,4438,Login Issue,1/30/2024,1/31/2024,Closed,Low
10246,2191,Technical Bug,5/25/2024,6/2/2024,Closed,Low
10247,3607,Login Issue,6/19/2024,6/21/2024,Closed,High
10248,2074,Login Issue,3/6/2024,,In Progress,Medium
10249,2834,Login Issue,1/27/2024,2/4/2024,Closed,Low
10250,4681,Technical Bug,4/9/2024,,Open,Low
10251,4799,Technical Bug,4/14/2024,,In Progress,Low
10252,1688,Account Update,4/19/2024,4/26/2024,Closed,Medium
10253,3427,Account Update,1/19/2024,1/25/2024,Closed,Medium
10254,3521,Account Update,1/16/2024,1/18/2024,Closed,Medium
10255,4151,Login Issue,1/26/2024,,Open,Low
10256,3744,Refund Request,1/14/2024,,In Progress,Low
10257,4438,Technical Bug,2/16/2024,2/23/2024,Closed,Low
10258,2484,Account Update,5/25/2024,,Open,High
10259,3958,Refund Request,6/4/2024,6/6/2024,Closed,Medium
10260,4610,Account Update,4/20/2024,4/22/2024,Closed,Low
10261,4523,Account Update,5/26/2024,,Open,Low
10262,4535,Refund Request,1/30/2024,2/1/2024,Closed,Medium
10263,1959,Account Update,4/14/2024,4/17/2024,Closed,Medium
10264,1477,Login Issue,5/28/2024,,Open,Low
10265,4051,Login Issue,5/28/2024,6/2/2024,Closed,Medium
10266,3973,Login Issue,2/17/2024,,Open,Medium
10267,4491,Payment Issue,6/6/2024,6/7/2024,Closed,Medium
10268,1706,Account Update,2/11/2024,2/19/2024,Closed,High
10269,4285,Payment Issue,6/13/2024,,Open,Low
10270,4440,Technical Bug,2/10/2024,2/11/2024,Closed,High
10271,3901,Refund Request,6/22/2024,6/24/2024,Closed,Medium
10272,2137,Technical Bug,4/5/2024,4/15/2024,Closed,Low
10273,4064,Payment Issue,4/3/2024,4/8/2024,Closed,Medium
10274,1753,Login Issue,3/28/2024,3/30/2024,Closed,Medium
10275,3550,Account Update,1/1/2024,1/2/2024,Closed,High
10276,2659,Account Update,2/23/2024,3/1/2024,Closed,Low
10277,3864,Login Issue,4/25/2024,4/28/2024,Closed,Medium
10278,1587,Account Update,2/4/2024,,Open,High
10279,2334,Refund Request,5/23/2024,,In Progress,Low
10280,2492,Refund Request,1/5/2024,,In Progress,Medium
10281,2847,Refund Request,6/7/2024,6/14/2024,Closed,Medium
10282,3755,Technical Bug,4/18/2024,,In Progress,Medium
10283,4934,Login Issue,2/6/2024,2/9/2024,Closed,High
10284,4115,Refund Request,4/28/2024,,Open,Medium
10285,4486,Payment Issue,6/1/2024,6/6/2024,Closed,Low
10286,4769,Refund Request,4/16/2024,,In Progress,Medium
10287,4926,Technical Bug,4/22/2024,,Open,Low
10288,4317,Payment Issue,6/1/2024,6/7/2024,Closed,Low
10289,4155,Login Issue,3/7/2024,,In Progress,Medium
10290,1206,Login Issue,2/7/2024,,In Progress,Low
10291,3198,Refund Request,6/24/2024,,Open,Low
10292,3715,Payment Issue,5/9/2024,,Open,Low
10293,3575,Payment Issue,5/27/2024,,Open,Medium
10294,1164,Refund Request,3/26/2024,3/30/2024,Closed,Medium
10295,3964,Refund Request,1/11/2024,,In Progress,Medium
10296,2998,Account Update,4/28/2024,5/8/2024,Closed,Low
10297,4216,Account Update,3/22/2024,,In Progress,Low
10298,4057,Refund Request,6/7/2024,6/9/2024,Closed,Low
10299,3084,Technical Bug,2/4/2024,2/5/2024,Closed,Low
10300,1332,Account Update,6/20/2024,,Open,Medium
10301,1402,Refund Request,2/14/2024,2/24/2024,Closed,Low
10302,1413,Payment Issue,5/28/2024,,Open,Medium
10303,1044,Account Update,6/28/2024,7/5/2024,Closed,Medium
10304,4473,Technical Bug,5/27/2024,,Open,Low
10305,3253,Login Issue,1/9/2024,,Open,Low
10306,1061,Payment Issue,4/4/2024,4/6/2024,Closed,Medium
10307,3467,Technical Bug,5/16/2024,5/23/2024,Closed,Medium
10308,1867,Technical Bug,6/9/2024,,Open,High
10309,2491,Technical Bug,1/1/2024,1/9/2024,Closed,Low
10310,3867,Payment Issue,1/3/2024,1/7/2024,Closed,Medium
10311,1018,Technical Bug,6/15/2024,6/23/2024,Closed,Low
10312,1364,Login Issue,5/19/2024,5/29/2024,Closed,Low
10313,4371,Account Update,4/3/2024,4/6/2024,Closed,Low
10314,4078,Payment Issue,5/23/2024,,In Progress,Low
10315,4832,Technical Bug,6/26/2024,,Open,Medium
10316,3475,Refund Request,3/28/2024,,Open,Low
10317,2140,Account Update,1/27/2024,,Open,Medium
10318,1579,Payment Issue,1/29/2024,2/2/2024,Closed,Low
10319,4578,Refund Request,5/6/2024,5/10/2024,Closed,Low
10320,1545,Refund Request,4/29/2024,5/3/2024,Closed,High
10321,2729,Technical Bug,4/14/2024,,Open,Medium
10322,3372,Payment Issue,3/18/2024,3/26/2024,Closed,Medium
10323,1054,Technical Bug,3/9/2024,3/14/2024,Closed,Low
10324,1777,Login Issue,4/16/2024,,Open,Low
10325,4039,Refund Request,6/28/2024,7/3/2024,Closed,Medium
10326,1041,Login Issue,4/11/2024,,In Progress,High
10327,2320,Technical Bug,1/6/2024,1/11/2024,Closed,Low
10328,1230,Account Update,5/31/2024,,Open,Medium
10329,1452,Refund Request,2/9/2024,,In Progress,High
10330,4961,Account Update,2/2/2024,,Open,High
10331,3441,Payment Issue,5/16/2024,5/21/2024,Closed,High
10332,2545,Refund Request,6/25/2024,,Open,Medium
10333,2381,Login Issue,3/7/2024,,In Progress,Low
10334,2467,Account Update,5/30/2024,,Open,High
10335,2151,Payment Issue,1/22/2024,,Open,High
10336,3738,Refund Request,3/12/2024,,In Progress,Medium
10337,4476,Payment Issue,3/18/2024,3/25/2024,Closed,Low
10338,3439,Login Issue,4/3/2024,4/4/2024,Closed,Medium
10339,2216,Refund Request,4/25/2024,,Open,Low
10340,3651,Payment Issue,5/15/2024,5/19/2024,Closed,Medium
10341,1880,Technical Bug,5/26/2024,,In Progress,Medium
10342,4814,Refund Request,4/18/2024,4/28/2024,Closed,Medium
10343,4149,Refund Request,6/14/2024,,In Progress,Medium
10344,1084,Refund Request,5/13/2024,,In Progress,Medium
10345,2053,Refund Request,6/28/2024,6/29/2024,Closed,Medium
10346,4796,Technical Bug,2/3/2024,2/13/2024,Closed,High
10347,1048,Login Issue,3/14/2024,3/23/2024,Closed,Medium
10348,4848,Technical Bug,4/4/2024,,Open,Medium
10349,2168,Technical Bug,5/18/2024,5/22/2024,Closed,Medium
10350,1068,Payment Issue,2/12/2024,,In Progress,Medium
10351,4129,Account Update,2/4/2024,2/9/2024,Closed,High
10352,3744,Account Update,5/18/2024,,In Progress,Low
10353,4645,Payment Issue,6/16/2024,,In Progress,Medium
10354,3526,Technical Bug,6/8/2024,,In Progress,Low
10355,3867,Payment Issue,6/25/2024,,In Progress,Medium
10356,4516,Refund Request,3/30/2024,4/9/2024,Closed,High
10357,4367,Payment Issue,3/5/2024,,In Progress,Low
10358,2701,Payment Issue,2/17/2024,2/21/2024,Closed,Low
10359,4242,Refund Request,6/28/2024,7/8/2024,Closed,Medium
10360,2598,Account Update,2/8/2024,2/18/2024,Closed,High
10361,3194,Refund Request,6/1/2024,6/11/2024,Closed,Low
10362,4555,Login Issue,4/13/2024,4/15/2024,Closed,Medium
10363,4377,Payment Issue,6/21/2024,7/1/2024,Closed,Low
10364,4744,Payment Issue,6/5/2024,,Open,High
